text,text_indexes
and if it sort not well you may conceal her,"[4, 30, 14, 999, 12, 51, 7, 80]"
speak brother hast thou hurt thee with the fall,"[101, 262, 155, 28, 667, 40, 21, 2]"
who parted with me to go fetch a chain,"[106, 1672, 21, 15, 5, 76, 591, 8]"
love of that colour methinks samson had small reason,"[59, 6, 9, 926, 714, 4773, 77, 793]"
and when she drinks against her lips i bob,"[4, 58, 48, 2686, 281, 34, 508, 3]"
what violent hands can she lay on her life,"[32, 2212, 258, 97, 48, 313, 42, 34]"
i grant ye upon instinct well he is there too,"[3, 656, 266, 105, 3011, 51, 17, 13]"
mistress mary if you prized my ladys favour at any,"[299, 7250, 30, 7, 8051, 10, 1370, 701]"
god help poor souls how idly do they talk,"[122, 284, 160, 624, 70, 3368, 31, 45]"
they are sheep and calves which seek out assurance,"[45, 39, 1254, 4, 10108, 66, 338, 89]"
you of some conveyance in the house you cannot,"[7, 6, 103, 7688, 11, 2, 190, 7]"
serve me why should his mistress who was made by,"[382, 15, 91, 83, 25, 299, 106, 53]"
this is the hag when maids lie on their backs,"[24, 13, 2, 5044, 58, 1073, 249, 42]"
but tell me how was there a costard broken in a shin,"[19, 94, 15, 70, 53, 73, 8, 2223]"
and i that haply take them from him now,"[4, 3, 9, 1831, 95, 64, 60, 23]"
example that so terrible shows in the wreck of,"[3850, 9, 29, 4472, 790, 11, 2, 1661]"
enter cleopatra led by charmian and iras eros following,"[113, 3532, 872, 36, 2331, 4, 5357, 2904]"
ill about it this evening and i will presently,"[63, 268, 14, 24, 3075, 4, 3, 26]"
you must not now deny it is your hand,"[7, 88, 12, 44, 594, 14, 13, 27]"
that if it chance the one of us do fail,"[9, 30, 14, 557, 2, 68, 6, 81]"
sir as i told you always her beauty and her brain,"[57, 22, 3, 277, 7, 1138, 34, 664]"
lamentings heard i the air strange screams of death,"[11367, 215, 3, 2, 451, 431, 11368, 6]"
to feast and sport us at thy fathers house,"[5, 715, 4, 542, 81, 46, 41, 453]"
to me and say after tomorrow this is my glove,"[5, 15, 4, 71, 316, 672, 24, 13]"
that never aimd so high to love your daughter,"[9, 130, 5935, 29, 441, 5, 59, 27]"
for one poor grain or two to leave unburnt,"[16, 68, 160, 2341, 50, 137, 5, 136]"
for by this knot thou shalt so surely tie,"[16, 36, 24, 2292, 28, 273, 29, 1519]"
sound upon my life amounts not to fifteen thousand,"[456, 105, 10, 120, 6474, 12, 5, 3495]"
the verity of it is in strong suspicion has the king,"[2, 3937, 6, 14, 13, 11, 549, 3033]"
i do believe it and i ask your pardon,"[3, 31, 422, 14, 4, 3, 428, 27]"
and men have lost their reason bear with me,"[4, 116, 20, 325, 92, 393, 169, 21]"
that runs lolling up and down to hide his bauble in a hole,"[9, 1326, 13042, 107, 4, 150, 5, 564]"
i will in to be revenged for this villany,"[3, 26, 11, 5, 18, 1490, 16, 24]"
love to the moor put money in thy pursenor he,"[59, 5, 2, 880, 170, 408, 11, 41]"
the queen with all the northern earls and lords,"[2, 202, 21, 37, 2, 6310, 4296, 4]"
to ear the land that hath some hope to grow,"[5, 435, 2, 485, 9, 75, 103, 229]"
and with the other fling it at thy face,"[4, 21, 2, 173, 4381, 14, 46, 41]"
i would not deny you but by this good day i yield,"[3, 43, 12, 594, 7, 19, 36, 24]"
beat not the bones of the buried when he breathed,"[547, 12, 2, 932, 6, 2, 1757, 58]"
aside and yet you will and yet another yet,"[269, 4, 84, 7, 26, 4, 84, 371]"
have you got leave to go to shrift today,"[20, 7, 586, 136, 5, 76, 5, 4183]"
is she worth keeping why she is a pearl,"[13, 48, 407, 2548, 91, 48, 13, 8]"
and the bear mocked him both roaring louder than,"[4, 2, 169, 3681, 23, 164, 4743, 5931]"
nor fearing me as if i were her father,"[117, 2475, 15, 22, 30, 3, 74, 34]"
i have heard it said so o these men these men,"[3, 20, 215, 14, 219, 29, 54, 109]"
kills me to look ont let there be no honour,"[2761, 15, 5, 115, 662, 61, 73, 18]"
what need you note it pray you keep your way,"[32, 355, 7, 498, 14, 123, 7, 183]"
here in the streets desperate of shame and state,"[72, 11, 2, 1395, 1950, 6, 290, 4]"
upto a contaminated stale such a one as hero,"[12314, 8, 12315, 2293, 99, 8, 68, 22]"
send for your ring i will return it home,"[332, 16, 27, 466, 3, 26, 688, 14]"
his wife tis none of his own getting horns,"[25, 191, 98, 177, 6, 25, 121, 2870]"
die when thou wilt if manhood good manhood be,"[193, 58, 28, 292, 30, 2762, 47, 2762]"
i cannot tell expect they are busied about a,"[3, 162, 94, 1947, 45, 39, 13252, 268]"
and give it timon why the dog coins gold,"[4, 90, 14, 1019, 91, 2, 452, 8000]"
owl a puttock or a herring without a roe i would,"[2061, 8, 13855, 50, 8, 4806, 410, 8]"
i took it for a man often twould say,"[3, 442, 14, 16, 8, 65, 942, 2298]"
unless thou tellst me where thou hadst this ring,"[626, 28, 2878, 15, 108, 28, 616, 24]"
now by my sceptres awe i make a vow,"[44, 36, 10, 5941, 2021, 3, 82, 8]"
themselves have provided that i shall have much help,"[940, 20, 2943, 9, 3, 35, 20, 104]"
and when i ope my lips let no dog bark,"[4, 58, 3, 1821, 10, 508, 61, 33]"
and yet to win her all the world to nothing,"[4, 84, 5, 606, 34, 37, 2, 133]"
caviare to the general but it wasas i received,"[9942, 5, 2, 710, 19, 14, 9943, 3]"
than what he found himself was apt and true,"[79, 32, 17, 344, 315, 53, 1309, 4]"
you know neither me yourselves nor any thing you,"[7, 69, 504, 15, 1391, 117, 131, 179]"
this likes me well these foils have all a length,"[24, 2173, 15, 51, 109, 3626, 20, 37]"
and quit the house on purpose that their punishment,"[4, 1476, 2, 190, 42, 509, 9, 92]"
his crown shall be the ransom of my friend,"[25, 342, 35, 18, 2, 1611, 6, 10]"
why all these should be in the lanthorn for all,"[91, 37, 109, 83, 18, 11, 2, 4195]"
what know i how the world may deem of me,"[32, 69, 3, 70, 2, 133, 80, 3415]"
none durst come near for fear of sudden death,"[177, 918, 52, 352, 16, 135, 6, 1328]"
which told me they had beat you to your trenches,"[66, 277, 15, 45, 77, 547, 7, 5]"
to make your house our tower you a brother of us,"[5, 82, 27, 190, 56, 986, 7, 8]"
and now tis up again it must be married,"[4, 44, 98, 107, 178, 14, 88, 18]"
that even our loves should with our fortunes change,"[9, 167, 56, 333, 83, 21, 56, 685]"
bids the winds blow the earth into the sea,"[1245, 2, 1339, 694, 2, 288, 236, 2]"
till our king henry had shook hands with death,"[146, 56, 93, 434, 77, 2130, 258, 21]"
i do beseech you let it be his fault,"[3, 31, 457, 7, 61, 14, 18, 25]"
can task the free breath of a sacred king,"[97, 2135, 2, 467, 373, 6, 8, 2900]"
who shuns not to break one will sure crack both,"[106, 4461, 12, 5, 296, 68, 26, 252]"
moreover that we much did long to see you,"[2833, 9, 38, 104, 86, 186, 5, 85]"
kissing of her batlet and the cows dugs that her,"[5257, 6, 34, 8977, 4, 2, 8978, 5258]"
hour observe him for the love of mockery for i,"[306, 1725, 23, 16, 2, 59, 6, 3230]"
we shall never see the end of it who goes there,"[38, 35, 130, 85, 2, 278, 6, 14]"
smile you my speeches as i were a fool,"[759, 7, 10, 4062, 22, 3, 74, 8]"
for mine own part i breathe free breath i have,"[16, 102, 121, 174, 3, 921, 467, 373]"
now tell me madam do you love your children,"[44, 94, 15, 357, 31, 7, 59, 27]"
none good my lord to please you with the hearing,"[177, 47, 10, 67, 5, 239, 7, 21]"
boldness comes to me now and brings me heart,"[3482, 187, 5, 15, 44, 4, 1226, 15]"
thy voice is thunder but thy looks are humble,"[41, 523, 13, 1396, 19, 41, 429, 39]"
a mother to the birth of three neer mother,"[8, 343, 5, 2, 981, 6, 225, 314]"
and cabin in a cave and bring you up,"[4, 4207, 11, 8, 1856, 4, 208, 7]"
his cause be wrong our obedience to the king wipes,"[25, 270, 18, 340, 56, 3886, 5, 2]"
that knew how to love himself ere i would say i,"[9, 399, 70, 5, 59, 315, 203, 3]"
my thoughts are minutes and with sighs they jar,"[10, 474, 39, 3710, 4, 21, 965, 45]"
humours since the old days of goodman adam to the,"[2002, 212, 2, 139, 427, 6, 3743, 2239]"
speak on with favour we are bent to hear,"[101, 42, 21, 701, 38, 39, 1751, 5]"
faith sir you need not fear when we were boys,"[206, 57, 7, 355, 12, 135, 58, 38]"
send word to you he would be there tomorrow,"[332, 172, 5, 7, 17, 43, 18, 73]"
even as thou wilt sweet warwick let it be,"[167, 22, 28, 292, 158, 540, 61, 14]"
much work for tears in many an english mother,"[104, 404, 16, 312, 11, 227, 78, 842]"
you rogue they were bound every man of them or i,"[7, 1053, 45, 74, 409, 275, 65, 6]"
wilt thou resign them and lay down thy arms,"[292, 28, 3414, 64, 4, 313, 150, 41]"
no no i will not having breath to cry,"[33, 33, 3, 26, 12, 671, 373, 5]"
to trust us in your business we are ready,"[5, 440, 81, 11, 27, 545, 38, 39]"
were full as lovely as is this of hers,"[74, 247, 22, 2290, 22, 13, 24, 6]"
let all my sins lack mercy o my father,"[61, 37, 10, 1773, 753, 501, 54, 10]"
but could be willing to march on to calais,"[19, 128, 18, 1658, 5, 761, 42, 5]"
for worms brave percy fare thee well great heart,"[16, 2590, 620, 1365, 554, 40, 51, 124]"
sending that way for it is said god sends a curst,"[4313, 9, 148, 16, 14, 13, 219, 122]"
decline your head this kiss if it durst speak,"[4018, 27, 189, 24, 412, 30, 14, 918]"
distress in my similes of comfort and leave him to,"[3943, 11, 10, 6013, 6, 506, 4, 136]"
rewards me god reward him if i do grow great,"[5016, 15, 122, 2009, 23, 30, 3, 31]"
tell you captain if you look in the maps of the,"[94, 7, 744, 30, 7, 115, 11, 2]"
in some of our best ports and are at point,"[11, 103, 6, 56, 194, 3567, 4, 39]"
up to some scaffold there to lose their heads,"[107, 5, 103, 12946, 73, 5, 392, 92]"
crutches ere he was born desire yet their life to,"[7757, 203, 17, 53, 449, 418, 84, 92]"
without a heart to dare or sword to draw,"[410, 8, 111, 5, 345, 50, 257, 5]"
if we be not show us the hand of god,"[30, 38, 18, 12, 209, 81, 2, 112]"
enter warwick clarence oxford somerset and french soldiers silent all,"[113, 540, 782, 1944, 1340, 4, 532, 465]"
that i have blown this coal i do deny it,"[9, 3, 20, 1348, 24, 3564, 3, 31]"
to come o give me cord or knife or poison,"[5, 52, 54, 90, 15, 3607, 50, 1601]"
has cluckd thee to the wars and safely home,"[198, 9619, 40, 5, 2, 496, 4, 2630]"
and yet shell kneel and pray i have seen her dot,"[4, 84, 1171, 1096, 4, 123, 3, 20]"
that is something stale and hoar ere it be spent,"[9, 13, 641, 2293, 4, 7069, 203, 14]"
yours and welcome to the wide fields too base to be mine,"[330, 4, 510, 5, 2, 1199, 1884, 96]"
your precious self had then not crossd the eyes,"[27, 1497, 1356, 77, 62, 12, 3784, 2]"
tis some odd humour pricks him to this fashion,"[98, 103, 1904, 643, 3031, 23, 5, 24]"
to milan let me hear from thee by letters,"[5, 2978, 61, 15, 119, 60, 40, 36]"
come kate sit down i know you have a stomach,"[52, 584, 383, 150, 3, 69, 7, 20]"
you would say it hath been all in all his study,"[7, 43, 71, 14, 75, 125, 37, 11]"
and you must cut this flesh from off his breast,"[4, 7, 88, 400, 24, 522, 60, 184]"
but since it would not he had none of me,"[19, 212, 14, 43, 12, 17, 77, 177]"
ill answer to my lust and know you lord,"[63, 298, 5, 10, 1670, 4, 69, 7]"
when briers shall have leaves as well as thorns,"[58, 6486, 35, 20, 1299, 22, 51, 22]"
if i had thought the sight of my poor image,"[30, 3, 77, 233, 2, 505, 6, 10]"
come hither you rogue what have you forgot me,"[52, 476, 7, 1053, 32, 20, 7, 941]"
i mean to tug it and to cuff you soundly,"[3, 264, 5, 5020, 14, 4, 5, 4288]"
the winds were lovesick with them the oars were silver,"[2, 1339, 74, 9180, 21, 64, 2, 6653]"
i will do so signior fabian stay you by this,"[3, 26, 31, 29, 1232, 5995, 226, 7]"
for your great seats now quit you of great shames,"[16, 27, 124, 5458, 44, 1476, 7, 6]"
even to the next willow about your own business,"[167, 5, 2, 503, 5902, 268, 27, 121]"
be what they are there were no fear in marriage,"[18, 32, 45, 39, 73, 74, 33, 135]"
aside that you are both decipherd thats the news,"[269, 9, 7, 39, 164, 13623, 250, 2]"
o tranio till i found it to be true,"[54, 2225, 146, 3, 344, 14, 5, 18]"
how is it that the clouds still hang on you,"[70, 13, 14, 9, 2, 1335, 204, 479]"
flourish enter king henry vi warwick montague clarence exeter and oxford,"[609, 113, 93, 434, 1255, 540, 2639, 782]"
but yet ill bury thee thoult go strong thief,"[19, 84, 63, 2258, 40, 2353, 76, 549]"
again i go sir but i would not have you to think,"[178, 3, 76, 57, 19, 3, 43, 12]"
to tell thee plain i aim to lie with thee,"[5, 94, 40, 613, 3, 1529, 5, 249]"
he hangs the lip at something you know all lord pandarus,"[17, 1321, 2, 1593, 46, 641, 7, 69]"
an if they live i hope i need not fear,"[78, 30, 45, 163, 3, 229, 3, 355]"
than love that would seem hid loves night is noon,"[79, 59, 9, 43, 463, 1364, 333, 154]"
with all my heart i thank thee for my father,"[21, 37, 10, 111, 3, 261, 40, 16]"
company last night at supper a kind of auditor one,"[706, 274, 154, 46, 1316, 8, 317, 6]"
which can as well inflame as it can kill,"[66, 97, 22, 51, 5731, 22, 14, 97]"
do i look like a cudgel or a hovelpost a staff or,"[31, 3, 115, 87, 8, 2243, 50, 8]"
antonio let me yet know of you whither you are bound,"[1605, 61, 15, 84, 69, 6, 7, 1380]"
truly sir i am a poor fellow that would live,"[489, 57, 3, 49, 8, 160, 322, 9]"
the help of heaven we count the act of men,"[2, 284, 6, 138, 38, 681, 2, 660]"
sleep in thy sheath i beseech god on my knees thou,"[324, 11, 41, 6290, 3, 457, 122, 42]"
the matter he makes the maid to answer whoop do me,"[2, 309, 17, 285, 2, 424, 5, 298]"
to the shore that oer his waveworn basis bowd,"[5, 2, 1123, 9, 426, 25, 13311, 7984]"
hates nothing more than he yet hes gentle never,"[2432, 188, 55, 79, 17, 84, 283, 529]"
supper to him of purpose to have him spend less,"[1316, 5, 23, 6, 509, 5, 20, 23]"
that swearst grace oerboard not an oath on shore,"[9, 4778, 175, 7987, 12, 78, 536, 42]"
i think it was to see my mothers wedding,"[3, 100, 14, 53, 5, 85, 10, 1210]"
i would keep from thee for your sake jewel,"[3, 43, 183, 60, 40, 16, 27, 402]"
who gives any thing to poor tom whom the foul,"[106, 590, 131, 179, 5, 160, 2120, 222]"
then you say as i say for i am sure he is not hector,"[62, 7, 71, 22, 3, 71, 16, 3]"
thou art altogether given over and wert indeed but,"[28, 118, 2771, 388, 492, 4, 648, 254]"
o cut my lace lest my heart cracking it,"[54, 400, 10, 7894, 589, 10, 111, 7919]"
i know you are now sir a gentleman born,"[3, 69, 7, 39, 44, 57, 8, 486]"
for i must tell you friendly in your ear,"[16, 3, 88, 94, 7, 3150, 11, 27]"
then is caesar and he for ever knit together,"[62, 13, 347, 4, 17, 16, 205, 1810]"
ere thou shalt lose for me one drop of blood,"[203, 28, 273, 392, 16, 15, 68, 748]"
out of the great respect they bear to beauty,"[89, 6, 2, 124, 789, 45, 169, 5]"
sheep run not half so treacherous from the wolf,"[1254, 394, 12, 346, 29, 5027, 60, 2]"
you and your ways whose wraths to guard you from,"[7, 4, 27, 901, 255, 7184, 5, 766]"
sir john hangs with me and thou knowest he is no,"[57, 351, 1321, 21, 15, 4, 28, 2234]"
where is my strength my valour and my force,"[108, 13, 10, 604, 10, 788, 4, 10]"
thats to t indeed sir marry sir at the request,"[250, 5, 482, 254, 57, 237, 57, 46]"
of no having he kept company with the wild prince,"[6, 33, 671, 17, 745, 706, 21, 2]"
i fear it much and i do fear besides,"[3, 135, 14, 104, 4, 3, 31, 135]"
where should he find it fairer than in blanch,"[108, 83, 17, 153, 14, 1759, 79, 11]"
that sets them on let me have way my lord,"[9, 1742, 64, 42, 61, 15, 20, 148]"
his grief grew puissant and the strings of life,"[25, 401, 3029, 6374, 4, 2, 2905, 6]"
since i am charged in honour and by him,"[212, 3, 49, 1540, 11, 197, 4, 36]"
arise and take place by us half your suit,"[3875, 4, 95, 214, 36, 81, 346, 27]"
to bid any man stand in the princes name,"[5, 248, 131, 65, 181, 11, 2, 925]"
knave it is i hope your majesty is pear me,"[450, 14, 13, 3, 229, 27, 713, 13]"
yea marry dost thou hear balthasar i pray thee,"[458, 237, 218, 28, 119, 4187, 3, 123]"
i shall be saved by my husband he hath made me a,"[3, 35, 18, 1107, 36, 10, 307, 17]"
thee a lie spit in my face call me horse thou,"[40, 8, 249, 1697, 11, 10, 200, 166]"
and yet me thinks i see it in thy face,"[4, 84, 15, 1037, 3, 85, 14, 11]"
why should we in the compass of a pale,"[91, 83, 38, 11, 2, 2395, 6, 8]"
quoted and signd to do a deed of shame,"[6994, 4, 7317, 5, 31, 8, 464, 6]"
think us no churls nor measure our good minds,"[100, 81, 33, 9769, 117, 874, 56, 47]"
wrong a jew what should his sufferance be by,"[340, 8, 892, 32, 83, 25, 3219, 18]"
where but even now with strange and several noises,"[108, 19, 167, 44, 21, 431, 4, 2028]"
i did not he was but a fool that brought,"[3, 86, 12, 17, 53, 19, 8, 216]"
that ever made eye swerve had force and knowledge,"[9, 205, 114, 241, 8045, 77, 780, 4]"
the want is but to put those powers in motion,"[2, 533, 13, 19, 5, 170, 182, 1163]"
estimation for i never knew so young a body with so,"[3575, 16, 3, 130, 399, 29, 220, 8]"
undone fly run hue and cry villain i am undone,"[1431, 319, 394, 2573, 4, 360, 493, 3]"
that hid the worse and showd the better face,"[9, 1364, 2, 455, 4, 1288, 2, 199]"
who is t can read a woman is there more,"[106, 13, 482, 97, 423, 8, 279, 13]"
to take off so much grief from you as he,"[5, 95, 184, 29, 104, 401, 60, 7]"
some of my shame if you will know of me,"[103, 6, 10, 290, 30, 7, 26, 69]"
their several kinds have done my high charms work,"[92, 2028, 5924, 20, 132, 10, 441, 2333]"
to follow me and praise my eyes and face,"[5, 391, 15, 4, 459, 10, 141, 4]"
to yield the ghost but still the envious flood,"[5, 588, 2, 1708, 19, 204, 2, 4765]"
goesmark you that but if the water come to him,"[10085, 7, 9, 19, 30, 2, 651, 52]"
to buy his will it would not seem too dear,"[5, 650, 25, 26, 14, 43, 12, 463]"
give guess how near to day lucius i say,"[90, 1408, 70, 352, 5, 134, 997, 3]"
nor pluck it from his finger for the wealth,"[117, 727, 14, 60, 25, 955, 16, 2]"
that he had not so trimmd and dressd his land,"[9, 17, 77, 12, 29, 5949, 4, 3314]"
lukes to bid the priest be ready to come against,"[7966, 5, 248, 2, 988, 18, 633, 5]"
the cause is in my will i will not come,"[2, 270, 13, 11, 10, 26, 3, 26]"
in gods name speak when is the royal day,"[11, 201, 152, 101, 58, 13, 2, 882]"
whateer i read to her ill plead for you,"[4782, 3, 423, 5, 34, 63, 1298, 16]"
flourish alarum a retreat is sounded flourish enter from one side cominius with the romans from the other side marcius with his arm in a scarf,"[609, 1062, 8, 2150, 13, 2196, 609, 113]"
has done no more than other knights have done,"[198, 132, 33, 55, 79, 173, 1772, 20]"
court you told me you salute not at the court but,"[308, 7, 277, 15, 7, 2486, 12, 46]"
here is gots plessing and your friend and justice,"[72, 13, 5854, 11750, 4, 27, 235, 4]"
be your tutor suit the action to the word the,"[18, 27, 4096, 537, 2, 920, 5, 2]"
is so possessd with guilt come from thy ward,"[13, 29, 2378, 21, 2825, 52, 60, 41]"
or if thou wilt not be but sworn my love,"[50, 30, 28, 292, 12, 18, 19, 571]"
thy face and all this done spurn her home to her,"[41, 200, 4, 37, 24, 132, 1660, 34]"
it would have madded me what shall i do,"[14, 43, 20, 13602, 15, 32, 35, 3]"
thou showdst a subjects shine i a true prince,"[28, 7405, 8, 1587, 1317, 3, 8, 129]"
if they do speak our language tis our will,"[30, 45, 31, 101, 56, 2122, 98, 56]"
there make before them look the good man weeps,"[73, 82, 168, 64, 115, 2, 47, 65]"
a noble servant to them but he could not,"[8, 336, 777, 5, 64, 19, 17, 128]"
with nought but truth i have wasted myself out of,"[21, 1069, 19, 263, 3, 20, 3332, 256]"
my crackd one to more care have with you boys,"[10, 2696, 68, 5, 55, 331, 20, 21]"
quite in the wrong how do you now lieutenant,"[1319, 11, 2, 340, 70, 31, 7, 44]"
these you may avoid but the lie direct and you may,"[109, 7, 80, 1762, 19, 2, 249, 2472]"
their adversaries have you an army ready say you,"[92, 6443, 20, 7, 78, 992, 633, 71]"
by playing it to me with so sour a face,"[36, 2398, 14, 5, 15, 21, 29, 2534]"
to hear of it they are about the court,"[5, 119, 6, 14, 45, 39, 268, 2]"
ill call for pen and ink and write my mind,"[63, 166, 16, 1920, 4, 1921, 4, 568]"
did i met this man with my glove in his cap and i,"[86, 3, 573, 24, 65, 21, 10, 1413]"
do you hear you minion youll let us in i hope,"[31, 7, 119, 7, 4330, 507, 61, 81]"
beyond all limit of what else i the world,"[1600, 37, 3027, 6, 32, 211, 3, 2]"
for your honest care i will speak with you further anon,"[16, 27, 323, 331, 3, 26, 101, 21]"
i hear some noise lady come from that nest,"[3, 119, 103, 767, 185, 52, 60, 9]"
shall then be his and like a vine grow to him,"[35, 62, 18, 25, 4, 87, 8, 5395]"
why he will look upon his boot and sing mend the,"[91, 17, 26, 115, 105, 25, 1625, 4]"
the rate of usance here with us in venice,"[2, 1727, 6, 7610, 72, 21, 81, 11]"
give me some help here ho if thou proceed,"[90, 15, 103, 284, 72, 798, 30, 28]"
sword is an oath and oaths must have their course,"[257, 13, 78, 536, 4, 858, 88, 20]"
look when i vow i weep and vows so born,"[115, 58, 3, 778, 3, 389, 4, 1189]"
the corn o the storehouse gratis as twas used,"[2, 1514, 54, 2, 9540, 4042, 22, 491]"
since i was three year old conversed with a,"[212, 3, 53, 225, 806, 139, 9109, 21]"
the king is to be feared as the lion dost thou,"[2, 93, 13, 5, 18, 4995, 22, 2]"
o let me think on hastings and be gone,"[54, 61, 15, 100, 42, 1407, 4, 18]"
youre welcome whats your will give us leave drawer,"[1770, 510, 436, 27, 26, 90, 81, 136]"
but i will eat and drink and sleep as soft,"[19, 3, 26, 430, 4, 475, 4, 324]"
to the goose proves thee far and wide a broad goose,"[5, 2, 2326, 3272, 40, 304, 4, 1199]"
upon the least occasion more mine eyes will tell,"[105, 2, 734, 1598, 55, 102, 141, 26]"
fare you well pray heaven i be deceived in you,"[554, 7, 51, 123, 138, 3, 18, 1336]"
defy them then or else hold close thy lips,"[2010, 64, 62, 50, 211, 192, 750, 41]"
when yet you were in place and in account,"[58, 84, 7, 74, 11, 214, 4, 11]"
and take foul scorn to fawn on him by sending,"[4, 95, 425, 716, 5, 2609, 42, 23]"
it makes the course of thoughts to fetch about,"[14, 285, 2, 583, 6, 474, 5, 591]"
the thin and wholesome blood so did it mine,"[2, 2457, 4, 1969, 149, 29, 86, 14]"
scene v the same a hall in aufidiuss house,"[521, 3126, 2, 337, 8, 2011, 11, 9566]"
this pearl she gave me i do feelt and seet,"[24, 2083, 48, 366, 15, 3, 31, 5996]"
what dost thou turn away and hide thy face,"[32, 218, 28, 291, 159, 4, 564, 41]"
i pray you school yourself but for your husband,"[3, 123, 7, 2312, 490, 19, 16, 27]"
double gilt of this opportunity you let time wash,"[1444, 4200, 6, 24, 4648, 7, 61, 110]"
welcome my lord how far off lies your power,"[510, 10, 67, 70, 304, 184, 396, 27]"
here by the cheeks ill drag thee up and down,"[72, 36, 2, 1024, 63, 3781, 40, 107]"
why belman is as good as he my lord,"[91, 13119, 13, 22, 47, 22, 17, 10]"
and by my faith this league that we have made,"[4, 36, 10, 206, 24, 1945, 9, 38]"
the cloak of night being pluckd from off their backs,"[2, 1925, 6, 154, 195, 2849, 60, 184]"
that then thou mightst kill em and bid me to em,"[9, 62, 28, 2047, 372, 376, 4, 248]"
as his finger and thou wert best look tot for if,"[22, 25, 955, 4, 28, 648, 194, 115]"
for i must let you understand i think myself in,"[16, 3, 88, 61, 7, 1170, 3, 100]"
whither my lord from bought and sold lord talbot,"[1380, 10, 67, 60, 935, 4, 1344, 67]"
a fearful eye thou hast where is that blood,"[8, 1743, 241, 28, 155, 108, 13, 9]"
they die unprovided no more is the king guilty of,"[45, 193, 10349, 33, 55, 13, 2, 93]"
stand by and mark the manner of his teaching,"[181, 36, 4, 377, 2, 844, 6, 25]"
have travaild in the great shower of your gifts,"[20, 13538, 11, 2, 124, 3115, 6, 27]"
him manifests the true knowledge he has in their,"[23, 6810, 2, 129, 1030, 17, 198, 11]"
o sir such a life with such a wife were strange,"[54, 57, 99, 8, 120, 21, 99, 8]"
fie thourt a churl yeve got a humour there,"[736, 1352, 8, 4582, 7997, 586, 8, 643]"
nevers my day and then a kiss of you,"[13836, 10, 134, 4, 62, 8, 412, 6]"
that only came well in sir list to me,"[9, 379, 259, 51, 11, 57, 1052, 5]"
will catch at us like strumpets and scald rhymers,"[26, 1173, 46, 81, 87, 6714, 4, 5376]"
head and show the world what the bird hath done to,"[189, 4, 209, 2, 133, 32, 2, 1516]"
shall one day make the duke of york a king,"[35, 68, 134, 82, 2, 176, 6, 311]"
the favours of these men were they not mine,"[2, 2070, 6, 109, 116, 74, 45, 12]"
that struts and frets his hour upon the stage,"[9, 11422, 4, 7540, 25, 306, 105, 2]"
well i will undertake it what beard were i best,"[51, 3, 26, 1957, 14, 32, 649, 74]"
bring in thy ranks but leave without thy rage,"[208, 11, 41, 3136, 19, 136, 410, 41]"
who in my mood i stabbd unto the heart,"[106, 11, 10, 2907, 3, 2647, 421, 2]"
thy death which is no more thou art not thyself,"[41, 127, 66, 13, 33, 55, 28, 118]"
their wit i will bid thee draw as we do the,"[92, 276, 3, 26, 248, 40, 385, 22]"
mend when thou canst be better at thy leisure,"[980, 58, 28, 403, 18, 199, 46, 41]"
put on the gown stand naked and entreat them,"[170, 42, 2, 1205, 181, 1932, 4, 830]"
who haveas who have not that their great stars,"[106, 10934, 106, 20, 12, 9, 92, 124]"
to beg of you kind friends this coat of worth,"[5, 577, 6, 7, 317, 217, 24, 1704]"
with age and altering rheums can he speak hear,"[21, 472, 4, 14343, 14344, 97, 17, 101]"
out of the weak door of our fainting land,"[89, 6, 2, 811, 524, 6, 56, 10765]"
as i the command of caesar i dare him therefore,"[22, 3, 2, 666, 6, 347, 3, 345]"
you that thus far have come to pity me,"[7, 9, 145, 304, 20, 52, 5, 480]"
put we i the roll of conquest still bet yours,"[170, 38, 3, 2, 4980, 6, 2984, 204]"
if marcus did not name the word of hands,"[30, 1863, 86, 12, 152, 2, 172, 6]"
rather trust a fleming with my butter parson hugh,"[272, 440, 8, 11909, 21, 10, 3729, 2179]"
why look you now how unworthy a thing you make of,"[91, 115, 7, 44, 70, 3504, 8, 179]"
one skull they would fly east west north south,"[68, 2931, 45, 43, 319, 1621, 1975, 1360]"
and there will we be too ere it be long,"[4, 73, 26, 38, 18, 96, 203, 14]"
to extend him be it but to fortify her judgment,"[5, 4452, 23, 18, 14, 19, 5, 9661]"
when it is paid bring your true friend along,"[58, 14, 13, 863, 208, 27, 129, 235]"
boys behind em loose shot delivered such a shower,"[712, 709, 376, 1142, 1250, 2038, 99, 8]"
to kiss these lips i will appear in blood,"[5, 412, 109, 508, 3, 26, 879, 11]"
i should have beggd i might have been employd,"[3, 83, 20, 1917, 3, 171, 20, 125]"
to sinewy ajax i will not praise thy wisdom,"[5, 6407, 1480, 3, 26, 12, 459, 41]"
even such they say as stand in narrow lanes,"[167, 99, 45, 71, 22, 181, 11, 2754]"
this sword of mine shall give them instant way,"[24, 257, 6, 102, 35, 90, 64, 1209]"
which as i taket we shall for his best force,"[66, 22, 3, 3202, 38, 35, 16, 25]"
yea marry thats the eftest way let the watch,"[458, 237, 250, 2, 12380, 148, 61, 2]"
the debt he owes will be required of me,"[2, 1238, 17, 1881, 26, 18, 3994, 6]"
well there went but a pair of shears between us,"[51, 73, 608, 19, 8, 1320, 6, 7315]"
