text,text_indexes
for if the sun breed maggots in a dead dog being a,"[16, 30, 2, 390, 1207, 6996, 11, 8]"
let her not walk i the sun conception is a,"[61, 34, 12, 517, 3, 2, 390, 6997]"
aside how say you by that still harping on my,"[269, 70, 71, 7, 36, 9, 204, 9899]"
daughter yet he knew me not at first he said i,"[302, 84, 17, 399, 15, 12, 46, 157]"
was a fishmonger he is far gone far gone and,"[53, 8, 9900, 17, 13, 304, 207, 304]"
truly in my youth i suffered much extremity for,"[489, 11, 10, 374, 3, 2704, 104, 3522]"
love very near this ill speak to him again,"[59, 142, 352, 24, 63, 101, 5, 23]"
i mean the matter that you read my lord,"[3, 264, 2, 309, 9, 7, 423, 10]"
that old men have grey beards that their faces are,"[9, 139, 116, 20, 1746, 2673, 9, 92]"
plumtree gum and that they have a plentiful lack of,"[9901, 9902, 4, 9, 45, 20, 8, 9903]"
wit together with most weak hams all which sir,"[276, 539, 21, 126, 811, 9904, 37, 66]"
i hold it not honesty to have it thus set down for,"[3, 192, 14, 12, 1060, 5, 20, 14]"
yourself sir should be old as i am if like a crab,"[490, 57, 83, 18, 139, 22, 3, 49]"
aside though this be madness yet there is method,"[269, 143, 24, 18, 1130, 84, 73, 13]"
in t will you walk out of the air my lord,"[11, 482, 26, 7, 517, 89, 6, 2]"
that often madness hits on which reason and sanity,"[9, 942, 1130, 4092, 42, 66, 393, 4]"
could not so prosperously be delivered of i will,"[128, 12, 29, 9906, 18, 2038, 6, 3]"
lord i will most humbly take my leave of you,"[67, 3, 26, 126, 1401, 95, 10, 136]"
you cannot sir take from me any thing that i will,"[7, 162, 57, 95, 60, 15, 131, 179]"
you go to seek the lord hamlet there he is,"[7, 76, 5, 338, 2, 67, 1603, 73]"
guildenstern ah rosencrantz good lads how do ye both,"[4089, 575, 4682, 47, 2229, 70, 31, 266]"
on fortunes cap we are not the very button,"[42, 685, 1029, 38, 39, 12, 2, 142]"
then you live about her waist or in the middle of,"[62, 7, 163, 268, 34, 2567, 50, 11]"
in the secret parts of fortune o most true she,"[11, 2, 1557, 718, 6, 406, 54, 126]"
none my lord but that the worlds grown honest,"[177, 10, 67, 19, 9, 2, 1367, 1202]"
then is doomsday near but your news is not true,"[62, 13, 4571, 352, 19, 27, 320, 13]"
let me question more in particular what have you,"[61, 15, 585, 55, 11, 3484, 32, 20]"
my good friends deserved at the hands of fortune,"[10, 47, 217, 1404, 46, 2, 258, 6]"
a goodly one in which there are many confines,"[8, 1168, 68, 11, 66, 73, 39, 227]"
wards and dungeons denmark being one o the worst,"[4218, 4, 6999, 2950, 195, 68, 54, 2]"
why then tis none to you for there is nothing,"[91, 62, 98, 177, 5, 7, 16, 73]"
either good or bad but thinking makes it so to me,"[587, 47, 50, 551, 19, 1674, 285, 14]"
why then your ambition makes it one tis too,"[91, 62, 27, 3432, 285, 14, 68, 98]"
o god i could be bounded in a nut shell and count,"[54, 122, 3, 128, 18, 6182, 11, 8]"
myself a king of infinite space were it not that i,"[256, 8, 93, 6, 2443, 2136, 74, 14]"
substance of the ambitious is merely the shadow of a dream,"[2037, 6, 2, 5442, 13, 2184, 2, 1573]"
truly and i hold ambition of so airy and light a,"[489, 4, 3, 192, 3432, 6, 29, 4685]"
then are our beggars bodies and our monarchs and,"[62, 39, 56, 2093, 1445, 4, 56, 5510]"
to the court for by my fay i cannot reason,"[5, 2, 308, 16, 36, 10, 7000, 3]"
no such matter i will not sort you with the rest,"[33, 99, 309, 3, 26, 12, 999, 7]"
of my servants for to speak to you like an honest,"[6, 10, 1334, 16, 5, 101, 5, 7]"
man i am most dreadfully attended but in the,"[65, 3, 49, 126, 7001, 1800, 19, 11]"
beaten way of friendship what make you at elsinore,"[1211, 148, 6, 2014, 32, 82, 7, 46]"
beggar that i am i am even poor in thanks but i,"[1072, 9, 3, 49, 3, 49, 167, 160]"
thank you and sure dear friends my thanks are,"[261, 7, 4, 252, 232, 217, 10, 592]"
too dear a halfpenny were you not sent for is it,"[96, 232, 8, 7002, 74, 7, 12, 301]"
your own inclining is it a free visitation come,"[27, 121, 6083, 13, 14, 8, 467, 5548]"
why any thing but to the purpose you were sent,"[91, 131, 179, 19, 5, 2, 509, 7]"
for and there is a kind of confession in your looks,"[16, 4, 73, 13, 8, 317, 6, 3939]"
which your modesties have not craft enough to colour,"[66, 27, 9908, 20, 12, 2570, 327, 5]"
i know the good king and queen have sent for you,"[3, 69, 2, 47, 93, 4, 202, 20]"
that you must teach me but let me conjure you by,"[9, 7, 88, 600, 15, 19, 61, 15]"
the rights of our fellowship by the consonancy of,"[2, 2757, 6, 56, 3713, 36, 2, 7003]"
love and by what more dear a better proposer could,"[59, 4, 36, 32, 55, 232, 8, 199]"
charge you withal be even and direct with me,"[362, 7, 812, 18, 167, 4, 2472, 21]"
aside nay then i have an eye of youif you,"[269, 151, 62, 3, 20, 78, 241, 6]"
i will tell you why so shall my anticipation,"[3, 26, 94, 7, 91, 29, 35, 10]"
prevent your discovery and your secrecy to the king,"[2527, 27, 5285, 4, 27, 4686, 5, 2]"
and queen moult no feather i have of latebut,"[4, 202, 9912, 33, 2162, 3, 20, 6]"
wherefore i know notlost all my mirth forgone all,"[961, 3, 69, 9914, 37, 10, 1064, 9915]"
custom of exercises and indeed it goes so heavily,"[1760, 6, 6516, 4, 254, 14, 398, 29]"
earth seems to me a sterile promontory this most,"[288, 637, 5, 15, 8, 7004, 9916, 24]"
with golden fire why it appears no other thing to,"[21, 1279, 297, 91, 14, 1855, 33, 173]"
me than a foul and pestilent congregation of vapours,"[15, 79, 8, 425, 4, 7005, 7006, 6]"
what a piece of work is a man how noble in reason,"[32, 8, 631, 6, 404, 13, 8, 65]"
how infinite in faculty in form and moving how,"[70, 2443, 11, 9918, 11, 804, 4, 3322]"
express and admirable in action how like an angel,"[2451, 4, 4688, 11, 920, 70, 87, 78]"
in apprehension how like a god the beauty of the,"[11, 7007, 70, 87, 8, 122, 2, 664]"
world the paragon of animals and yet to me,"[133, 2, 4689, 6, 5234, 4, 84, 5]"
what is this quintessence of dust man delights not,"[32, 13, 24, 9919, 6, 1022, 65, 3984]"
me no nor woman neither though by your smiling,"[15, 33, 117, 279, 504, 143, 36, 27]"
my lord there was no such stuff in my thoughts,"[10, 67, 73, 53, 33, 99, 1363, 11]"
why did you laugh then when i said man delights not me,"[91, 86, 7, 679, 62, 58, 3, 219]"
to think my lord if you delight not in man what,"[5, 100, 10, 67, 30, 7, 1453, 12]"
you we coted them on the way and hither are they,"[7, 38, 9920, 64, 42, 2, 148, 4]"
he that plays the king shall be welcome his majesty,"[17, 9, 1567, 2, 93, 35, 18, 510]"
shall use his foil and target the lover shall not,"[35, 243, 25, 3718, 4, 6837, 2, 1270]"
sigh gratis the humourous man shall end his part,"[972, 4042, 2, 9921, 65, 35, 278, 25]"
in peace the clown shall make those laugh whose,"[11, 223, 2, 2449, 35, 82, 182, 679]"
lungs are tickled o the sere and the lady shall,"[2509, 39, 7008, 54, 2, 9922, 4, 2]"
say her mind freely or the blank verse shall halt,"[71, 34, 251, 1747, 50, 2, 3523, 2190]"
even those you were wont to take delight in the,"[167, 182, 7, 74, 967, 5, 95, 1453]"
i think their inhibition comes by the means of the,"[3, 100, 92, 9923, 187, 36, 2, 326]"
do they hold the same estimation they did when i was,"[31, 45, 192, 2, 337, 3575, 45, 86]"
nay their endeavour keeps in the wonted pace but,"[151, 92, 3616, 824, 11, 2, 9924, 1412]"
there is sir an aery of children little eyases,"[73, 13, 57, 78, 9925, 6, 886, 228]"
that cry out on the top of question and are most,"[9, 360, 89, 42, 2, 1323, 6, 585]"
what are they children who maintains em how are,"[32, 39, 45, 886, 106, 9927, 376, 70]"
longer than they can sing will they not say,"[786, 79, 45, 97, 552, 26, 45, 12]"
playersas it is most like if their means are no,"[9928, 14, 13, 126, 87, 30, 92, 326]"
faith there has been much to do on both sides and,"[206, 73, 198, 125, 104, 5, 31, 42]"
the nation holds it no sin to tarre them to,"[2, 2033, 894, 14, 33, 488, 5, 5550]"
controversy there was for a while no money bid,"[6805, 73, 53, 16, 8, 356, 33, 408]"
for argument unless the poet and the player went to,"[16, 1325, 626, 2, 2677, 4, 2, 7009]"
o there has been much throwing about of brains,"[54, 73, 198, 125, 104, 3617, 268, 6]"
ay that they do my lord hercules and his load too,"[147, 9, 45, 31, 10, 67, 2764, 4]"
it is not very strange for mine uncle is king of,"[14, 13, 12, 142, 431, 16, 102, 684]"
denmark and those that would make mows at him while,"[2950, 4, 182, 9, 43, 82, 5498, 46]"
and ceremony let me comply with you in this garb,"[4, 5181, 61, 15, 7010, 21, 7, 11]"
lest my extent to the players which i tell you,"[589, 10, 7012, 5, 2, 2350, 66, 3]"
i am but mad northnorthwest when the wind is,"[3, 49, 19, 328, 9929, 58, 2, 495]"
hark you guildenstern and you too at each ear a,"[695, 7, 4089, 4, 7, 96, 46, 462]"
hearer that great baby you see there is not yet,"[7013, 9, 124, 3073, 7, 85, 73, 13]"
happily hes the second time come to them for they,"[9930, 283, 2, 947, 110, 52, 5, 64]"
i will prophesy he comes to tell me of the players,"[3, 26, 9931, 17, 187, 5, 94, 15]"
mark it you say right sir o monday morning,"[377, 14, 7, 71, 260, 57, 54, 7014]"
the best actors in the world either for tragedy,"[2, 194, 4041, 11, 2, 133, 587, 16]"
plautus too light for the law of writ and the,"[9932, 96, 286, 16, 2, 411, 6, 634]"
o jephthah judge of israel what a treasure hadst thou,"[54, 7016, 801, 6, 9933, 32, 8, 1724]"
if you call me jephthah my lord i have a daughter,"[30, 7, 166, 15, 7016, 10, 67, 3]"
it came to pass as most like it was,"[14, 259, 5, 448, 22, 126, 87, 14]"
the first row of the pious chanson will show you,"[2, 157, 9934, 6, 2, 5551, 9935, 26]"
you are welcome masters welcome all i am glad,"[7, 39, 510, 574, 510, 37, 3, 49]"
to see thee well welcome good friends o my old,"[5, 85, 40, 51, 510, 47, 217, 54]"
friend thy face is valenced since i saw thee last,"[235, 41, 200, 13, 9936, 212, 3, 318]"
comest thou to beard me in denmark what my young,"[1892, 28, 5, 649, 15, 11, 2950, 32]"
nearer to heaven than when i saw you last by the,"[2884, 5, 138, 79, 58, 3, 318, 7]"
altitude of a chopine pray god your voice like,"[9937, 6, 8, 9938, 123, 122, 27, 523]"
apiece of uncurrent gold be not cracked within the,"[9939, 6, 9940, 358, 18, 12, 9941, 335]"
tot like french falconers fly at any thing we see,"[820, 87, 532, 6210, 319, 46, 131, 179]"
well have a speech straight come give us a taste,"[51, 20, 8, 566, 628, 52, 90, 81]"
i heard thee speak me a speech once but it was,"[3, 215, 40, 101, 15, 8, 566, 210]"
never acted or if it was not above once for the,"[130, 5552, 50, 30, 14, 53, 12, 845]"
caviare to the general but it wasas i received,"[9942, 5, 2, 710, 19, 14, 9943, 3]"
cried in the top of minean excellent play well,"[808, 11, 2, 1323, 6, 9944, 996, 282]"
digested in the scenes set down with as much,"[7017, 11, 2, 5553, 196, 150, 21, 22]"
were no sallets in the lines to make the matter,"[74, 33, 7018, 11, 2, 2214, 5, 82]"
savoury nor no matter in the phrase that might,"[9945, 117, 33, 309, 11, 2, 2330, 9]"
indict the author of affectation but called it an,"[9946, 2, 4690, 6, 9947, 19, 840, 14]"
honest method as wholesome as sweet and by very,"[323, 4014, 22, 1969, 22, 158, 4, 36]"
much more handsome than fine one speech in it i,"[104, 55, 2871, 79, 652, 68, 566, 11]"
priams slaughter if it live in your memory begin,"[5554, 2625, 30, 14, 163, 11, 27, 2348]"
at this line let me see let me see,"[46, 24, 1296, 61, 15, 85, 61, 15]"
to their lords murder roasted in wrath and fire,"[5, 92, 231, 1125, 9948, 11, 1464, 4]"
fore god my lord well spoken with good accent and,"[2073, 122, 10, 67, 51, 1136, 21, 47]"
but with the whiff and wind of his fell sword,"[19, 21, 2, 9949, 4, 495, 6, 25]"
stoops to his base and with a hideous crash,"[5555, 5, 25, 669, 4, 21, 8, 3618]"
of reverend priam seemd i the air to stick,"[6, 1896, 5556, 2097, 3, 2, 451, 5]"
and like a neutral to his will and matter,"[4, 87, 8, 7020, 5, 25, 26, 4]"
a silence in the heavens the rack stand still,"[8, 1268, 11, 2, 497, 2, 2260, 181]"
break all the spokes and fellies from her wheel,"[296, 37, 2, 9951, 4, 9952, 60, 34]"
and bowl the round nave down the hill of heaven,"[4, 3619, 2, 1261, 7021, 150, 2, 1492]"
it shall to the barbers with your beard prithee,"[14, 35, 5, 2, 4456, 21, 27, 649]"
say on hes for a jig or a tale of bawdry or he,"[71, 42, 283, 16, 8, 3620, 50, 8]"
but who o who had seen the mobled queen,"[19, 106, 54, 106, 77, 310, 2, 9953]"
where late the diadem stood and for a robe,"[108, 444, 2, 9954, 884, 4, 16, 8]"
a blanket in the alarm of fear caught up,"[8, 4067, 11, 2, 9955, 6, 135, 1306]"
who this had seen with tongue in venom steepd,"[106, 24, 77, 310, 21, 224, 11, 7022]"
but if the gods themselves did see her then,"[19, 30, 2, 201, 940, 86, 85, 34]"
would have made milch the burning eyes of heaven,"[43, 20, 114, 9956, 2, 3052, 141, 6]"
look whether he has not turned his colour and has,"[115, 678, 17, 198, 12, 1161, 25, 926]"
tis well ill have thee speak out the rest soon,"[98, 51, 63, 20, 40, 101, 89, 2]"
good my lord will you see the players well,"[47, 10, 67, 26, 7, 85, 2, 2350]"
bestowed do you hear let them be well used for,"[2480, 31, 7, 119, 61, 64, 18, 51]"
they are the abstract and brief chronicles of the,"[45, 39, 2, 6640, 4, 784, 7023, 6]"
time after your death you were better have a bad,"[110, 316, 27, 127, 7, 74, 199, 20]"
my lord i will use them according to their desert,"[10, 67, 3, 26, 243, 64, 2898, 5]"
use them after your own honour and dignity the less,"[243, 64, 316, 27, 121, 197, 4, 4376]"
they deserve the more merit is in your bounty,"[45, 1127, 2, 55, 1608, 13, 11, 27]"
exit polonius with all the players but the first,"[2020, 4084, 21, 37, 2, 2350, 19, 2]"
dost thou hear me old friend can you play the,"[218, 28, 119, 15, 139, 235, 97, 7]"
well hat tomorrow night you could for a need,"[51, 1155, 672, 154, 7, 128, 16, 8]"
study a speech of some dozen or sixteen lines which,"[1157, 8, 566, 6, 103, 2125, 50, 4077]"
i would set down and insert int could you not,"[3, 43, 196, 150, 4, 9957, 835, 128]"
very well follow that lord and look you mock him,"[142, 51, 391, 9, 67, 4, 115, 7]"
my good friends ill leave you till night you are,"[10, 47, 217, 63, 136, 7, 146, 154]"
o what a rogue and peasant slave am i,"[54, 32, 8, 1053, 4, 4317, 724, 49]"
but in a fiction in a dream of passion,"[19, 11, 8, 7024, 11, 8, 635, 6]"
could force his soul so to his own conceit,"[128, 780, 25, 221, 29, 5, 25, 121]"
with forms to his conceit and all for nothing,"[21, 2485, 5, 25, 2079, 4, 37, 16]"
that he should weep for her what would he do,"[9, 17, 83, 389, 16, 34, 32, 43]"
had he the motive and the cue for passion,"[77, 17, 2, 3158, 4, 2, 2953, 16]"
that i have he would drown the stage with tears,"[9, 3, 20, 17, 43, 1305, 2, 1532]"
the very faculties of eyes and ears yet i,"[2, 142, 9958, 6, 141, 4, 470, 84]"
and can say nothing no not for a king,"[4, 97, 71, 188, 33, 12, 16, 8]"
a damnd defeat was made am i a coward,"[8, 1771, 5372, 53, 114, 49, 3, 8]"
plucks off my beard and blows it in my face,"[4093, 184, 10, 649, 4, 895, 14, 11]"
tweaks me by the nose gives me the lie i the throat,"[9959, 15, 36, 2, 846, 590, 15, 2]"
as deep as to the lungs who does me this,"[22, 632, 22, 5, 2, 2509, 106, 271]"
swounds i should take it for it cannot be,"[9960, 3, 83, 95, 14, 16, 14, 162]"
why what an ass am i this is most brave,"[91, 32, 78, 640, 49, 3, 24, 13]"
that i the son of a dear father murderd,"[9, 3, 2, 161, 6, 8, 232, 165]"
must like a whore unpack my heart with words,"[88, 87, 8, 1273, 9961, 10, 111, 21]"
fie upont foh about my brain i have heard,"[736, 2903, 3253, 268, 10, 898, 3, 20]"
for murder though it have no tongue will speak,"[16, 1125, 143, 14, 20, 33, 224, 26]"
ill tent him to the quick if he but blench,"[63, 792, 23, 5, 2, 751, 30, 17]"
i know my course the spirit that i have seen,"[3, 69, 10, 583, 2, 500, 9, 3]"
may be the devil and the devil hath power,"[80, 18, 2, 348, 4, 2, 348, 75]"
more relative than this the play s the thing,"[55, 9962, 79, 24, 2, 282, 957, 2]"
enter king claudius queen gertrude polonius ophelia rosencrantz and guildenstern,"[113, 93, 3250, 202, 2525, 4084, 4683, 4682]"
get from him why he puts on this confusion,"[242, 60, 23, 91, 17, 1372, 42, 24]"
but from what cause he will by no means speak,"[19, 60, 32, 270, 17, 26, 36, 33]"
nor do we find him forward to be sounded,"[117, 31, 38, 153, 23, 1139, 5, 18]"
when we would bring him on to some confession,"[58, 38, 43, 208, 23, 42, 5, 103]"
we oerraught on the way of these we told him,"[38, 9963, 42, 2, 148, 6, 109, 38]"
and there did seem in him a kind of joy,"[4, 73, 86, 463, 11, 23, 8, 317]"
to hear of it they are about the court,"[5, 119, 6, 14, 45, 39, 268, 2]"
with all my heart and it doth much content me,"[21, 37, 10, 111, 4, 14, 140, 104]"
if t be the affliction of his love or no,"[30, 482, 18, 2, 7026, 6, 25, 59]"
of hamlets wildness so shall i hope your virtues,"[6, 7027, 9964, 29, 35, 3, 229, 27]"
your loneliness we are oft to blame in this,"[27, 9965, 38, 39, 595, 5, 742, 11]"
how smart a lash that speech doth give my conscience,"[70, 3805, 8, 5558, 9, 566, 140, 90]"
is not more ugly to the thing that helps it,"[13, 12, 55, 2812, 5, 2, 179, 9]"
than is my deed to my most painted word,"[79, 13, 10, 464, 5, 10, 126, 1854]"
to be or not to be that is the question,"[5, 18, 50, 12, 5, 18, 9, 13]"
or to take arms against a sea of troubles,"[50, 5, 95, 361, 281, 8, 321, 6]"
and by opposing end them to die to sleep,"[4, 36, 9966, 278, 64, 5, 193, 5]"
no more and by a sleep to say we end,"[33, 55, 4, 36, 8, 324, 5, 71]"
to sleep perchance to dream ay theres the rub,"[5, 324, 2084, 5, 635, 147, 244, 2]"
for in that sleep of death what dreams may come,"[16, 11, 9, 324, 6, 127, 32, 1648]"
for who would bear the whips and scorns of time,"[16, 106, 43, 169, 2, 3621, 4, 2948]"
and makes us rather bear those ills we have,"[4, 285, 81, 272, 169, 182, 3988, 38]"
than fly to others that we know not of,"[79, 319, 5, 387, 9, 38, 69, 12]"
is sicklied oer with the pale cast of thought,"[13, 9967, 426, 21, 2, 596, 725, 6]"
how does your honour for this many a day,"[70, 271, 27, 197, 16, 24, 227, 8]"
my honourd lord you know right well you did,"[10, 2616, 67, 7, 69, 260, 51, 7]"
and with them words of so sweet breath composed,"[4, 21, 64, 213, 6, 29, 158, 373]"
as made the things more rich their perfume lost,"[22, 114, 2, 295, 55, 535, 92, 4086]"
that if you be honest and fair your honesty should,"[9, 30, 7, 18, 323, 4, 156, 27]"
ay truly for the power of beauty will sooner,"[147, 489, 16, 2, 246, 6, 664, 26]"
transform honesty from what it is to a bawd than the,"[5402, 1060, 60, 32, 14, 13, 5, 8]"
likeness this was sometime a paradox but now the,"[2569, 24, 53, 1825, 8, 9968, 19, 44]"
time gives it proof i did love you once,"[110, 590, 14, 952, 3, 86, 59, 7]"
you should not have believed me for virtue cannot,"[7, 83, 12, 20, 3312, 15, 16, 562]"
so inoculate our old stock but we shall relish of,"[29, 9969, 56, 139, 2144, 19, 38, 35]"
get thee to a nunnery why wouldst thou be a,"[242, 40, 5, 8, 5559, 91, 555, 28]"
but yet i could accuse me of such things that it,"[19, 84, 3, 128, 1949, 15, 6, 99]"
were better my mother had not borne me i am very,"[74, 199, 10, 343, 77, 12, 994, 15]"
my beck than i have thoughts to put them in,"[10, 5131, 79, 3, 20, 474, 5, 170]"
imagination to give them shape or time to act them,"[4691, 5, 90, 64, 832, 50, 110, 5]"
in what should such fellows as i do crawling,"[11, 32, 83, 99, 1044, 22, 3, 31]"
all believe none of us go thy ways to a nunnery,"[37, 422, 177, 6, 81, 76, 41, 901]"
let the doors be shut upon him that he may play the,"[61, 2, 1074, 18, 1010, 105, 23, 9]"
if thou dost marry ill give thee this plague for,"[30, 28, 218, 237, 63, 90, 40, 24]"
thy dowry be thou as chaste as ice as pure as,"[41, 2678, 18, 28, 22, 1235, 22, 2466]"
snow thou shalt not escape calumny get thee to a,"[1819, 28, 273, 12, 3487, 9971, 242, 40]"
marry marry a fool for wise men know well enough,"[237, 237, 8, 216, 16, 471, 116, 69]"
what monsters you make of them to a nunnery go,"[32, 3501, 7, 82, 6, 64, 5, 8]"
i have heard of your paintings too well enough god,"[3, 20, 215, 6, 27, 9972, 96, 51]"
has given you one face and you make yourselves,"[198, 388, 7, 68, 200, 4, 7, 82]"
another you jig you amble and you lisp and,"[371, 7, 3620, 7, 9973, 4, 7, 7029]"
your ignorance go to ill no more ont it hath,"[27, 2467, 76, 5, 63, 33, 55, 662]"
made me mad i say we will have no more marriages,"[114, 15, 328, 3, 71, 38, 26, 20]"
those that are married already all but one shall,"[182, 9, 39, 659, 934, 37, 19, 68]"
live the rest shall keep as they are to a,"[163, 2, 234, 35, 183, 22, 45, 39]"
the glass of fashion and the mould of form,"[2, 1012, 6, 719, 4, 2, 4044, 6]"
like sweet bells jangled out of tune and harsh,"[87, 158, 2798, 9975, 89, 6, 951, 4]"
to have seen what i have seen see what i see,"[5, 20, 310, 32, 3, 20, 310, 85]"
nor what he spake though it lackd form a little,"[117, 32, 17, 1025, 143, 14, 3086, 804]"
was not like madness theres something in his soul,"[53, 12, 87, 1130, 244, 641, 11, 25]"
and i do doubt the hatch and the disclose,"[4, 3, 31, 370, 2, 4015, 4, 2]"
thus set it down he shall with speed to england,"[145, 196, 14, 150, 17, 35, 21, 752]"
it shall do well but yet do i believe,"[14, 35, 31, 51, 19, 84, 31, 3]"
you need not tell us what lord hamlet said,"[7, 355, 12, 94, 81, 32, 67, 1603]"
we heard it all my lord do as you please,"[38, 215, 14, 37, 10, 67, 31, 22]"
but if you hold it fit after the play,"[19, 30, 7, 192, 14, 468, 316, 2]"
to show his grief let her be round with him,"[5, 209, 25, 401, 61, 34, 18, 1261]"
and ill be placed so please you in the ear,"[4, 63, 18, 2790, 29, 239, 7, 11]"
of all their conference if she find him not,"[6, 37, 92, 2576, 30, 48, 153, 23]"
speak the speech i pray you as i pronounced it to,"[101, 2, 566, 3, 123, 7, 22, 3]"
you trippingly on the tongue but if you mouth it,"[7, 9977, 42, 2, 224, 19, 30, 7]"
as many of your players do i had as lief the,"[22, 227, 6, 27, 2350, 31, 3, 77]"
towncrier spoke my lines nor do not saw the air,"[9978, 560, 10, 2214, 117, 31, 12, 318]"
too much with your hand thus but use all gently,"[96, 104, 21, 27, 112, 145, 19, 243]"
for in the very torrent tempest and as i may say,"[16, 11, 2, 142, 9979, 1651, 4, 22]"
the whirlwind of passion you must acquire and beget,"[2, 9980, 6, 1057, 7, 88, 6674, 4]"
a temperance that may give it smoothness o it,"[8, 7030, 9, 80, 90, 14, 6531, 54]"
offends me to the soul to hear a robustious,"[3796, 15, 5, 2, 221, 5, 119, 8]"
very rags to split the ears of the groundlings who,"[142, 2829, 5, 2351, 2, 470, 6, 2]"
for the most part are capable of nothing but,"[16, 2, 126, 174, 39, 4443, 6, 188]"
be not too tame neither but let your own discretion,"[18, 12, 96, 1377, 504, 19, 61, 27]"
be your tutor suit the action to the word the,"[18, 27, 4096, 537, 2, 920, 5, 2]"
word to the action with this special oerstep not,"[172, 5, 2, 920, 21, 24, 2181, 9983]"
the modesty of nature for any thing so overdone is,"[2, 2649, 6, 378, 16, 131, 179, 29]"
from the purpose of playing whose end both at the,"[60, 2, 509, 6, 2398, 255, 278, 164]"
first and now was and is to hold as twere the,"[157, 4, 44, 53, 4, 13, 5, 192]"
mirror up to nature to show virtue her own feature,"[7032, 107, 5, 378, 5, 209, 562, 34]"
scorn her own image and the very age and body of,"[716, 34, 121, 1910, 4, 2, 142, 472]"
the time his form and pressure now this overdone,"[2, 110, 25, 804, 4, 9984, 44, 24]"
or come tardy off though it make the unskilful,"[50, 52, 4526, 184, 143, 14, 82, 2]"
censure of the which one must in your allowance,"[2815, 6, 2, 66, 68, 88, 11, 27]"
oerweigh a whole theatre of others o there be,"[9985, 8, 558, 7034, 6, 387, 54, 73]"
players that i have seen play and heard others,"[2350, 9, 3, 20, 310, 282, 4, 215]"
praise and that highly not to speak it profanely,"[459, 4, 9, 3912, 12, 5, 101, 14]"
the gait of christian pagan nor man have so,"[2, 1622, 6, 1657, 4236, 117, 65, 20]"
strutted and bellowed that i have thought some of,"[9987, 4, 9988, 9, 3, 20, 233, 103]"
natures journeymen had made men and not made them,"[2465, 9989, 77, 114, 116, 4, 12, 114]"
i hope we have reformed that indifferently with us,"[3, 229, 38, 20, 9990, 9, 7035, 21]"
o reform it altogether and let those that play,"[54, 9991, 14, 2771, 4, 61, 182, 9]"
your clowns speak no more than is set down for them,"[27, 9992, 101, 33, 55, 79, 13, 196]"
for there be of them that will themselves laugh to,"[16, 73, 18, 6, 64, 9, 26, 940]"
set on some quantity of barren spectators to laugh,"[196, 42, 103, 7036, 6, 2925, 9993, 5]"
question of the play be then to be considered,"[585, 6, 2, 282, 18, 62, 5, 18]"
in the fool that uses it go make you ready,"[11, 2, 216, 9, 2177, 14, 76, 82]"
how now my lord i will the king hear this piece of work,"[70, 44, 10, 67, 3, 26, 2, 93]"
to feed and clothe thee why should the poor be flatterd,"[5, 738, 4, 4692, 40, 91, 83, 2]"
since my dear soul was mistress of her choice,"[212, 10, 232, 221, 53, 299, 6, 34]"
hath seald thee for herself for thou hast been,"[75, 3249, 40, 16, 1126, 16, 28, 155]"
hast taen with equal thanks and blest are those,"[155, 707, 21, 2277, 592, 4, 1159, 39]"
that they are not a pipe for fortunes finger,"[9, 45, 39, 12, 8, 2528, 16, 685]"
to sound what stop she please give me that man,"[5, 456, 32, 807, 48, 239, 90, 15]"
that is not passions slave and i will wear him,"[9, 13, 12, 3390, 724, 4, 3, 26]"
in my hearts core ay in my heart of heart,"[11, 10, 397, 7038, 147, 11, 10, 111]"
which i have told thee of my fathers death,"[66, 3, 20, 277, 40, 6, 10, 453]"
it is a damned ghost that we have seen,"[14, 13, 8, 1315, 1708, 9, 38, 20]"
for i mine eyes will rivet to his face,"[16, 3, 102, 141, 26, 7039, 5, 25]"
if he steal aught the whilst this play is playing,"[30, 17, 762, 850, 2, 663, 24, 282]"
they are coming to the play i must be idle,"[45, 39, 644, 5, 2, 282, 3, 88]"
danish march a flourish enter king claudius queen gertrude polonius ophelia rosencrantz guildenstern and others,"[7040, 761, 8, 609, 113, 93, 3250, 202]"
excellent i faith of the chameleons dish i eat,"[996, 3, 206, 6, 2, 9994, 1493, 3]"
i have nothing with this answer hamlet these words,"[3, 20, 188, 21, 24, 298, 1603, 109]"
my lord you played once i the university you say,"[10, 67, 7, 2478, 210, 3, 2, 9995]"
that did i my lord and was accounted a good actor,"[9, 86, 3, 10, 67, 4, 53, 7041]"
i did enact julius caesar i was killed i the,"[3, 86, 9996, 5347, 347, 3, 53, 1140]"
it was a brute part of him to kill so capital a calf,"[14, 53, 8, 9997, 174, 6, 23, 5]"
to king claudius o ho do you mark that,"[5, 93, 3250, 54, 798, 31, 7, 377]"
thats a fair thought to lie between maids legs,"[250, 8, 156, 233, 5, 249, 473, 1073]"
o god your only jigmaker what should a man do,"[54, 122, 27, 379, 9998, 32, 83, 8]"
but be merry for look you how cheerfully my,"[19, 18, 563, 16, 115, 7, 70, 7043]"
mother looks and my father died within these two hours,"[343, 429, 4, 10, 165, 749, 335, 109]"
so long nay then let the devil wear black for,"[29, 186, 151, 62, 61, 2, 348, 349]"
ill have a suit of sables o heavens die two,"[63, 20, 8, 537, 6, 9999, 54, 497]"
